url,description,verified,tweets,location
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,"عوام تبدیلئ حکومت کی امریکی سازش کے ذریعے لائی گئی بدمعاشوں کی اس امپورٹڈ سرکار کو مسترد کر چکے ہیں۔ 
https://t.co/yB3SG2afouایک آزاد و خودمختار پاکستان کے حصول اور امپورٹڈ سرکار کو مسترد کرنے کے حوالے سے عوام میں پایا جانے والا جذبہ نہایت واضح ہے۔ https://t.co/kLhawo8wsnمیدان میں پانی بھرجانےاورجلسہ گاہ میں سیلابی کیفیت کےباوجودلوگ ہمارےساہیوال جلسےمیں شرکت کیلئےبڑی تعدادمیں نکلےاور6انچ سےلیکر ایک فٹ تک کھڑےپانی میں موجودرہے۔ان ضمنی انتخابات میں لوٹوں کوشکستِ فاش سےدوچارکرنے کیلئےعوام میں بھرپورجوش وخروش پایاجاتا ہے https://t.co/eXNFfiEPiHPeople have rejected this Imported govt of crooks brought in through US regime change conspiracy. https://t.co/yB3SG2afouPeople's passion for an independent sovereign Pakistan &amp; rejection of Imported govt so evident. https://t.co/kLhawo8wsnDespite a deluge and the venue flooded, the people turned up in huge numbers at our jalsa in Sahiwal, standing in 6 inches to a foot of water. Great passion to defeat the lotas in these bye elections. https://t.co/eXNFfiEPiHجب تک ہم سب متحد ہوکر اس فسطائیت کیخلاف کھڑے نہیں ہوتے پاکستان میں آزادئ و جمہوریت کا سورج مکمل طور پر غروب ہو جائے گا۔وہ تمام لوگ جو جمہوریت اور آزادئ اظہار کےآئینی حق کےحامی ہیں وہ خوف وہراس پھیلانے اور تنقیدی آوازوں کا گلا گھونٹنے کیلئے @ImranRiazKhan کی گرفتاری اور @ayazamir سمیت صحافیوں اور دیگر کیخلاف جاری پرُ تشدد و انتقامی کارروائیوں پر صدائے احتجاج بلند کرنے کیلئے باہر نکلیں۔Unless we all unite and stand up against this fascism it will be the end of democracy and freedom in Pakistan.All those who support democracy &amp; the right to freedom of expression as enshrined in our Constitution must come out &amp; protest against arrest of @ImranRiazKhan &amp; ongoing violence &amp; targeting of journalists incl @ayazamir &amp; many others just to instil fear &amp; silence critical voices.",Pakistan
